timestamp,PJME_MW
2018-01-01 00:00:00,1060.3554872920947
2018-01-01 01:00:00,1061.722502819821
2018-01-01 02:00:00,1139.187502264985
2018-01-01 03:00:00,1136.662079202686
2018-01-01 04:00:00,1170.391966111429
2018-01-01 05:00:00,1190.9454338606106
2018-01-01 06:00:00,1175.8234569625306
2018-01-01 07:00:00,1179.520612488419
2018-01-01 08:00:00,1230.642520283012
2018-01-01 09:00:00,1129.7338570084344
2018-01-01 10:00:00,1159.6301027667528
2018-01-01 11:00:00,977.0881217978967
2018-01-01 12:00:00,956.5451882639536
2018-01-01 13:00:00,796.921904867217
2018-01-01 14:00:00,834.9632045592616
2018-01-01 15:00:00,839.0756585655638
2018-01-01 16:00:00,847.2675319256851
2018-01-01 17:00:00,835.9591250795804
2018-01-01 18:00:00,896.5511746257076
2018-01-01 19:00:00,783.687298428984
2018-01-01 20:00:00,936.6769913980233
2018-01-01 21:00:00,862.446377609101
2018-01-01 22:00:00,1009.1531189711732
2018-01-01 23:00:00,1000.7459412636784
2018-01-02 00:00:00,1002.6002485865903
2018-01-02 01:00:00,1061.9418328183865
2018-01-02 02:00:00,1002.8767476158741
2018-01-02 03:00:00,1182.420604248116
2018-01-02 04:00:00,1261.7235943647654
2018-01-02 05:00:00,1217.2866211400635
2018-01-02 06:00:00,1159.4695176627047
2018-01-02 07:00:00,1168.3571816812473
2018-01-02 08:00:00,1126.9381778778427
2018-01-02 09:00:00,1142.8679908216477
2018-01-02 10:00:00,1003.4367428844523
2018-01-02 11:00:00,1084.143587007324
2018-01-02 12:00:00,1030.5343627533175
2018-01-02 13:00:00,963.6060880131238
2018-01-02 14:00:00,922.1310755170979
2018-01-02 15:00:00,775.5948004058632
2018-01-02 16:00:00,773.8447757417838
2018-01-02 17:00:00,868.7763140671747
2018-01-02 18:00:00,827.362530946754
2018-01-02 19:00:00,902.2522996925852
2018-01-02 20:00:00,732.8249446595993
2018-01-02 21:00:00,817.2049925176123
2018-01-02 22:00:00,921.2598366520083
2018-01-02 23:00:00,957.9439710584459
2018-01-03 00:00:00,1047.8639038216934
2018-01-03 01:00:00,1065.0006368877525
2018-01-03 02:00:00,1087.7638976234769
2018-01-03 03:00:00,1099.5833316684539
2018-01-03 04:00:00,1179.5101780577065
2018-01-03 05:00:00,1266.0757500297477
2018-01-03 06:00:00,1174.0572556497696
2018-01-03 07:00:00,1119.3057309182373
2018-01-03 08:00:00,1121.6091041131408
2018-01-03 09:00:00,1188.7584705573274
2018-01-03 10:00:00,1085.375388685798
2018-01-03 11:00:00,997.3624512508579
2018-01-03 12:00:00,961.6845050856045
2018-01-03 13:00:00,1002.5744978179431
2018-01-03 14:00:00,840.2011607486336
2018-01-03 15:00:00,987.868994380754
2018-01-03 16:00:00,805.9382807535935
2018-01-03 17:00:00,790.2508631766256
2018-01-03 18:00:00,857.1029275117264
2018-01-03 19:00:00,795.4340413944029
2018-01-03 20:00:00,767.1534990598312
2018-01-03 21:00:00,993.1823585844966
2018-01-03 22:00:00,921.5931189737797
2018-01-03 23:00:00,853.2490703596159
2018-01-04 00:00:00,1049.9427459820004
2018-01-04 01:00:00,1111.420233395785
2018-01-04 02:00:00,1155.6527711487638
2018-01-04 03:00:00,1147.297850155914
2018-01-04 04:00:00,1214.5080847344789
2018-01-04 05:00:00,1212.9773650544325
2018-01-04 06:00:00,1277.8733443567623
2018-01-04 07:00:00,1173.1746286611449
2018-01-04 08:00:00,1200.1170924468993
2018-01-04 09:00:00,1223.1086135890857
2018-01-04 10:00:00,1164.4637113400056
2018-01-04 11:00:00,1080.7279559102722
2018-01-04 12:00:00,1028.7815707288187
2018-01-04 13:00:00,949.9657311933478
2018-01-04 14:00:00,804.2168021892315
2018-01-04 15:00:00,904.3052136550795
2018-01-04 16:00:00,833.5287490664001
2018-01-04 17:00:00,777.3984426492864
2018-01-04 18:00:00,771.0185043657815
2018-01-04 19:00:00,886.1955912800034
2018-01-04 20:00:00,866.8320609762231
2018-01-04 21:00:00,841.5126526968429
2018-01-04 22:00:00,804.560293469076
2018-01-04 23:00:00,913.4109637516435
2018-01-05 00:00:00,981.0273138875925
2018-01-05 01:00:00,1124.2725213312965
2018-01-05 02:00:00,1103.665300657155
2018-01-05 03:00:00,1134.7261807084278
2018-01-05 04:00:00,1199.266260978189
2018-01-05 05:00:00,1188.5171442853937
