feature1,feature2,feature3
23.2348437412431,73.92369750420139,5.6573013071099645
26.21822426787446,80.67598686627284,0.5841973670003267
25.025501130653332,88.55123725972886,14.355824991843797
14.586755360767878,80.30282791818733,16.656385368509127
17.940492597048344,77.70996624364952,14.105847620781347
18.64161616097475,73.81200918844752,-0.0008399841487438664
14.870868680121628,69.73735495411447,11.089649082319928
24.49508830091695,89.60056009082174,8.414547572491664
23.478533195171103,77.54509315385502,12.213519078189767
22.449328859886982,76.18216958741436,6.601765234337625
18.867270094454106,76.63772689971532,13.143053862747786
5.896600746063063,77.83760121179475,-2.0730385207515933
13.429671752101978,74.01192603203208,7.223275741990282
24.29204108289786,83.34149404023319,7.98768482266758
15.882466294048491,87.31174232680212,-1.4237686735557418
26.969310171764754,73.05949984822479,11.203413156166198
22.907444648083803,83.42538679026931,5.248293133080482
13.19372058636869,84.06394086576314,11.161707587727804
19.17864558096862,83.434979681651,3.9218958433896525
21.796241123179126,88.92311759546745,16.263352834691993
22.582873367073756,68.62350183968736,1.84850095171124
18.809189138885085,82.38786454074639,7.468933715881627
16.63844426939525,74.62077563173493,1.8674020195202061
19.245487899897167,86.106258704179,6.014733608213742
18.143824956497525,81.34784963236585,13.368873499429931
21.53990557439699,82.02269788590489,6.6087285674528715
26.577372695559102,78.55779634751813,-0.7532262946973631
17.683371454308286,72.22144376117922,-0.24608969944197234
22.11236995588809,84.11884326750999,5.969813792740822
24.584926366919714,79.13009712204138,7.828502541982571
22.205918705068562,79.99341269145035,0.8482218939504182
21.576952931374233,83.45726955643605,14.607200501938467
19.187388900275025,75.71498246286897,6.741772425504564
21.609506513302243,83.61434612923138,5.501645865414673
9.396591466011746,85.36823287765253,9.968335474618616
27.108569712714075,79.54429469491005,10.514293574140336
19.221405206381643,69.10833169722352,8.223271701901988
28.433648608385294,84.59917118319754,-6.08490962891433
15.72850122451621,92.78365162592745,4.157657104948742
14.661509087237938,86.39892964007632,10.973059172943858
22.813483006229305,72.32841531791875,10.912125336795805
25.127650790355112,78.8197674039235,10.244448749973536
18.516014696634368,80.09697972875885,20.41520625746788
20.63156527843694,75.39725698837302,7.138546194225562
24.33369752487718,84.94393723066035,15.383571995015945
