timestamp,PJME_MW
2018-01-01 00:00:00,934.6709820729607
2018-01-01 01:00:00,1048.9761508919682
2018-01-01 02:00:00,1072.654716694948
2018-01-01 03:00:00,1162.328900505944
2018-01-01 04:00:00,1210.8452228293984
2018-01-01 05:00:00,1225.0225145581278
2018-01-01 06:00:00,1193.1452642178333
2018-01-01 07:00:00,1134.5231804890825
2018-01-01 08:00:00,1162.5255862553374
2018-01-01 09:00:00,1207.3463268657051
2018-01-01 10:00:00,1141.7293746674648
2018-01-01 11:00:00,1054.8925137527272
2018-01-01 12:00:00,971.3917340639441
2018-01-01 13:00:00,930.5359304545519
2018-01-01 14:00:00,952.0823847985714
2018-01-01 15:00:00,842.7417502738331
2018-01-01 16:00:00,810.0886320964352
2018-01-01 17:00:00,738.0731789996769
2018-01-01 18:00:00,691.8303832499032
2018-01-01 19:00:00,809.4444832689292
2018-01-01 20:00:00,819.5116556994567
2018-01-01 21:00:00,866.2514914697495
2018-01-01 22:00:00,901.5192316495145
2018-01-01 23:00:00,910.6450184079463
2018-01-02 00:00:00,1100.4650926903544
2018-01-02 01:00:00,1032.069883636108
2018-01-02 02:00:00,1103.4118022559308
2018-01-02 03:00:00,1110.4646415235122
2018-01-02 04:00:00,1108.7319951243962
2018-01-02 05:00:00,1213.8032198901935
2018-01-02 06:00:00,1186.8845940369092
2018-01-02 07:00:00,1185.7252685717888
2018-01-02 08:00:00,1227.2862955843648
2018-01-02 09:00:00,1119.4363187601723
2018-01-02 10:00:00,1081.5666162943785
2018-01-02 11:00:00,1044.8497498956726
2018-01-02 12:00:00,987.9849044798926
2018-01-02 13:00:00,988.7255878997888
2018-01-02 14:00:00,931.1662317474726
2018-01-02 15:00:00,877.8916492601004
2018-01-02 16:00:00,895.6815638535762
2018-01-02 17:00:00,812.05723635213
2018-01-02 18:00:00,910.5709533217324
2018-01-02 19:00:00,751.5108399768171
2018-01-02 20:00:00,826.7765615400076
2018-01-02 21:00:00,846.1067008458091
2018-01-02 22:00:00,862.313079665324
2018-01-02 23:00:00,854.0876194812304
2018-01-03 00:00:00,966.5620234887779
2018-01-03 01:00:00,1060.9900670124784
2018-01-03 02:00:00,1107.2838686378573
2018-01-03 03:00:00,1055.557189509823
2018-01-03 04:00:00,1261.809740910476
2018-01-03 05:00:00,1191.7040113656092
2018-01-03 06:00:00,1196.3960866355737
2018-01-03 07:00:00,1212.1253503791295
2018-01-03 08:00:00,1192.603106589188
2018-01-03 09:00:00,1140.12261249981
2018-01-03 10:00:00,1093.7100110431295
2018-01-03 11:00:00,1035.803794968989
2018-01-03 12:00:00,1032.6172930844484
2018-01-03 13:00:00,976.0042449169727
2018-01-03 14:00:00,909.9170293320567
2018-01-03 15:00:00,890.9248543294311
2018-01-03 16:00:00,813.9764148774561
2018-01-03 17:00:00,865.1984786294964
2018-01-03 18:00:00,835.1998416891292
2018-01-03 19:00:00,815.3448290753163
2018-01-03 20:00:00,895.6342678894407
2018-01-03 21:00:00,858.1219437259499
2018-01-03 22:00:00,944.2897487207143
2018-01-03 23:00:00,926.8908492802622
2018-01-04 00:00:00,981.1207087075396
2018-01-04 01:00:00,1041.4295814446662
2018-01-04 02:00:00,1166.602885551662
2018-01-04 03:00:00,1220.7028616003438
2018-01-04 04:00:00,1093.1353152573981
2018-01-04 05:00:00,1256.9437398297625
2018-01-04 06:00:00,1167.3487790283057
2018-01-04 07:00:00,1230.6169675752715
2018-01-04 08:00:00,1101.4699674139447
2018-01-04 09:00:00,1105.4562157588616
2018-01-04 10:00:00,1002.941368970342
2018-01-04 11:00:00,1018.8220450451013
2018-01-04 12:00:00,1098.1888079241162
2018-01-04 13:00:00,1044.4750032737643
2018-01-04 14:00:00,918.4125328442393
2018-01-04 15:00:00,865.7538021419225
2018-01-04 16:00:00,873.5705958742416
2018-01-04 17:00:00,891.0421563700487
2018-01-04 18:00:00,768.4013976448764
2018-01-04 19:00:00,826.2044580088007
2018-01-04 20:00:00,845.5994888346127
2018-01-04 21:00:00,975.703480858788
2018-01-04 22:00:00,819.3048127372409
2018-01-04 23:00:00,997.7037649375068
2018-01-05 00:00:00,997.1237991584123
2018-01-05 01:00:00,1090.4400831255614
2018-01-05 02:00:00,1083.2769463999778
2018-01-05 03:00:00,1186.6671543700754
2018-01-05 04:00:00,1150.8990340643793
2018-01-05 05:00:00,1112.4911248735232
2018-01-05 06:00:00,1209.2217608268172
2018-01-05 07:00:00,1144.6155883460183
2018-01-05 08:00:00,1199.0532425109197
2018-01-05 09:00:00,1239.4874065928088
2018-01-05 10:00:00,1030.6427493442002
2018-01-05 11:00:00,993.6362154156552
2018-01-05 12:00:00,1008.5260956518385
2018-01-05 13:00:00,980.8163765425129
2018-01-05 14:00:00,882.5221267664502
2018-01-05 15:00:00,822.5524702148491
2018-01-05 16:00:00,812.0339130433397
2018-01-05 17:00:00,742.9912742676657
2018-01-05 18:00:00,874.9280717895288
2018-01-05 19:00:00,756.5344713664934
2018-01-05 20:00:00,778.1981170028112
2018-01-05 21:00:00,864.6518694390182
2018-01-05 22:00:00,880.4371886890784
2018-01-05 23:00:00,1046.5771366821807
2018-01-06 00:00:00,1113.8808474415187
2018-01-06 01:00:00,1048.133987907743
2018-01-06 02:00:00,1091.787280347406
2018-01-06 03:00:00,1117.019670782899
2018-01-06 04:00:00,1235.909685690171
2018-01-06 05:00:00,1196.240027728497
2018-01-06 06:00:00,1201.699210821015
2018-01-06 07:00:00,1189.303693029797
2018-01-06 08:00:00,1192.8996347416767
2018-01-06 09:00:00,1189.8171123252473
2018-01-06 10:00:00,1123.7644043241435
2018-01-06 11:00:00,1083.142256927363
2018-01-06 12:00:00,957.5098017849209
2018-01-06 13:00:00,940.8318662587521
2018-01-06 14:00:00,947.5375616861447
2018-01-06 15:00:00,884.1244371720454
2018-01-06 16:00:00,847.4931237767224
2018-01-06 17:00:00,817.4687184372617
2018-01-06 18:00:00,777.9649752788966
2018-01-06 19:00:00,766.9781307587546
2018-01-06 20:00:00,904.8861325718575
2018-01-06 21:00:00,950.8400560647209
2018-01-06 22:00:00,810.1379815969998
