id,call_date,duration,user_id
1,2018-01-01 00:00:00.000000000,15,35
2,2018-01-01 01:44:51.178235647,15,24
3,2018-01-01 03:29:42.356471294,6,28
4,2018-01-01 05:14:33.534706941,12,484
5,2018-01-01 06:59:24.712942588,18,464
6,2018-01-01 08:44:15.891178235,14,488
7,2018-01-01 10:29:07.069413882,2,16
8,2018-01-01 12:13:58.247649529,9,59
9,2018-01-01 13:58:49.425885177,5,465
10,2018-01-01 15:43:40.604120824,1,243
11,2018-01-01 17:28:31.782356471,3,438
12,2018-01-01 19:13:22.960592118,6,207
13,2018-01-01 20:58:14.138827765,5,400
14,2018-01-01 22:43:05.317063412,5,271
15,2018-01-02 00:27:56.495299059,1,249
16,2018-01-02 02:12:47.673534706,17,482
17,2018-01-02 03:57:38.851770354,19,267
18,2018-01-02 05:42:30.030006001,14,193
19,2018-01-02 07:27:21.208241648,12,335
20,2018-01-02 09:12:12.386477295,10,218
21,2018-01-02 10:57:03.564712942,18,115
22,2018-01-02 12:41:54.742948589,11,68
23,2018-01-02 14:26:45.921184236,2,299
24,2018-01-02 16:11:37.099419884,18,325
25,2018-01-02 17:56:28.277655531,7,483
26,2018-01-02 19:41:19.455891178,15,397
27,2018-01-02 21:26:10.634126825,11,394
28,2018-01-02 23:11:01.812362472,18,75
29,2018-01-03 00:55:52.990598119,12,466
30,2018-01-03 02:40:44.168833766,6,482
31,2018-01-03 04:25:35.347069413,13,103
32,2018-01-03 06:10:26.525305061,16,297
33,2018-01-03 07:55:17.703540708,18,490
34,2018-01-03 09:40:08.881776355,10,178
35,2018-01-03 11:25:00.060012002,8,215
36,2018-01-03 13:09:51.238247649,18,455
37,2018-01-03 14:54:42.416483296,1,315
38,2018-01-03 16:39:33.594718943,8,39
39,2018-01-03 18:24:24.772954590,6,259
40,2018-01-03 20:09:15.951190238,5,204
41,2018-01-03 21:54:07.129425885,15,7
42,2018-01-03 23:38:58.307661532,15,49
43,2018-01-04 01:23:49.485897179,2,26
44,2018-01-04 03:08:40.664132826,1,161
45,2018-01-04 04:53:31.842368473,11,357
46,2018-01-04 06:38:23.020604120,10,176
47,2018-01-04 08:23:14.198839768,18,79
48,2018-01-04 10:08:05.377075415,18,2
49,2018-01-04 11:52:56.555311062,17,489
50,2018-01-04 13:37:47.733546709,8,383
51,2018-01-04 15:22:38.911782356,15,455
52,2018-01-04 17:07:30.090018003,8,416
53,2018-01-04 18:52:21.268253650,17,132
54,2018-01-04 20:37:12.446489297,12,276
55,2018-01-04 22:22:03.624724945,8,498
56,2018-01-05 00:06:54.802960592,14,117
57,2018-01-05 01:51:45.981196239,4,164
58,2018-01-05 03:36:37.159431886,1,288
59,2018-01-05 05:21:28.337667533,1,28
60,2018-01-05 07:06:19.515903180,19,333
61,2018-01-05 08:51:10.694138827,16,1
62,2018-01-05 10:36:01.872374474,14,188
63,2018-01-05 12:20:53.050610122,16,56
64,2018-01-05 14:05:44.228845769,5,35
65,2018-01-05 15:50:35.407081416,9,112
66,2018-01-05 17:35:26.585317063,2,286
67,2018-01-05 19:20:17.763552710,18,310
68,2018-01-05 21:05:08.941788357,6,36
69,2018-01-05 22:50:00.120024004,9,439
70,2018-01-06 00:34:51.298259651,1,217
71,2018-01-06 02:19:42.476495299,9,80
72,2018-01-06 04:04:33.654730946,16,314
73,2018-01-06 05:49:24.832966593,13,83
74,2018-01-06 07:34:16.011202240,9,65
75,2018-01-06 09:19:07.189437887,13,325
76,2018-01-06 11:03:58.367673534,9,128
77,2018-01-06 12:48:49.545909181,11,307
78,2018-01-06 14:33:40.724144829,4,22
79,2018-01-06 16:18:31.902380476,2,216
80,2018-01-06 18:03:23.080616123,6,107
81,2018-01-06 19:48:14.258851770,14,109
82,2018-01-06 21:33:05.437087417,4,372
83,2018-01-06 23:17:56.615323064,6,357
84,2018-01-07 01:02:47.793558711,19,181
85,2018-01-07 02:47:38.971794358,6,356
86,2018-01-07 04:32:30.150030006,2,164
87,2018-01-07 06:17:21.328265653,18,68
88,2018-01-07 08:02:12.506501300,13,292
89,2018-01-07 09:47:03.684736947,9,180
90,2018-01-07 11:31:54.862972594,19,181
91,2018-01-07 13:16:46.041208241,13,466
92,2018-01-07 15:01:37.219443888,11,434
93,2018-01-07 16:46:28.397679536,1,464
94,2018-01-07 18:31:19.575915183,7,169
95,2018-01-07 20:16:10.754150830,15,402
96,2018-01-07 22:01:01.932386477,1,22
97,2018-01-07 23:45:53.110622124,12,66
98,2018-01-08 01:30:44.288857771,7,21
99,2018-01-08 03:15:35.467093418,15,100
100,2018-01-08 05:00:26.645329065,19,384
101,2018-01-08 06:45:17.823564713,1,300
102,2018-01-08 08:30:09.001800360,17,103
103,2018-01-08 10:15:00.180036007,17,47
104,2018-01-08 11:59:51.358271654,3,39
105,2018-01-08 13:44:42.536507301,12,285
106,2018-01-08 15:29:33.714742948,6,310
107,2018-01-08 17:14:24.892978595,11,90
108,2018-01-08 18:59:16.071214242,3,85
109,2018-01-08 20:44:07.249449890,8,273
110,2018-01-08 22:28:58.427685537,14,336
111,2018-01-09 00:13:49.605921184,14,188
112,2018-01-09 01:58:40.784156831,10,159
113,2018-01-09 03:43:31.962392478,2,243
114,2018-01-09 05:28:23.140628125,14,73
115,2018-01-09 07:13:14.318863772,9,479
116,2018-01-09 08:58:05.497099419,3,462
117,2018-01-09 10:42:56.675335067,8,49
118,2018-01-09 12:27:47.853570714,16,101
119,2018-01-09 14:12:39.031806361,2,2
120,2018-01-09 15:57:30.210042008,6,244
121,2018-01-09 17:42:21.388277655,12,176
122,2018-01-09 19:27:12.566513302,5,238
123,2018-01-09 21:12:03.744748949,2,398
124,2018-01-09 22:56:54.922984597,16,59
125,2018-01-10 00:41:46.101220244,5,353
126,2018-01-10 02:26:37.279455891,15,99
127,2018-01-10 04:11:28.457691538,12,442
128,2018-01-10 05:56:19.635927185,4,359
129,2018-01-10 07:41:10.814162832,15,442
130,2018-01-10 09:26:01.992398479,11,495
131,2018-01-10 11:10:53.170634126,16,435
132,2018-01-10 12:55:44.348869774,6,468
133,2018-01-10 14:40:35.527105421,14,2
134,2018-01-10 16:25:26.705341068,18,243
135,2018-01-10 18:10:17.883576715,12,297
136,2018-01-10 19:55:09.061812362,11,211
137,2018-01-10 21:40:00.240048009,13,123
138,2018-01-10 23:24:51.418283656,11,229
139,2018-01-11 01:09:42.596519303,16,82
140,2018-01-11 02:54:33.774754951,15,144
141,2018-01-11 04:39:24.952990598,15,388
142,2018-01-11 06:24:16.131226245,4,140
143,2018-01-11 08:09:07.309461892,11,29
144,2018-01-11 09:53:58.487697539,19,391
145,2018-01-11 11:38:49.665933186,15,270
146,2018-01-11 13:23:40.844168833,4,247
147,2018-01-11 15:08:32.022404481,13,12
148,2018-01-11 16:53:23.200640128,19,355
149,2018-01-11 18:38:14.378875775,2,389
150,2018-01-11 20:23:05.557111422,14,337
151,2018-01-11 22:07:56.735347069,4,106
152,2018-01-11 23:52:47.913582716,16,32
153,2018-01-12 01:37:39.091818363,14,74
154,2018-01-12 03:22:30.270054010,15,171
155,2018-01-12 05:07:21.448289658,3,337
156,2018-01-12 06:52:12.626525305,8,69
157,2018-01-12 08:37:03.804760952,16,301
158,2018-01-12 10:21:54.982996599,10,362
159,2018-01-12 12:06:46.161232246,4,137
160,2018-01-12 13:51:37.339467893,18,433
161,2018-01-12 15:36:28.517703540,2,417
162,2018-01-12 17:21:19.695939187,17,484
163,2018-01-12 19:06:10.874174835,13,100
164,2018-01-12 20:51:02.052410482,4,146
165,2018-01-12 22:35:53.230646129,11,9
166,2018-01-13 00:20:44.408881776,7,62
167,2018-01-13 02:05:35.587117423,12,185
168,2018-01-13 03:50:26.765353070,10,29
169,2018-01-13 05:35:17.943588717,7,381
170,2018-01-13 07:20:09.121824365,13,114
171,2018-01-13 09:05:00.300060012,7,462
172,2018-01-13 10:49:51.478295659,17,409
173,2018-01-13 12:34:42.656531306,10,143
174,2018-01-13 14:19:33.834766953,10,390
175,2018-01-13 16:04:25.013002600,4,120
176,2018-01-13 17:49:16.191238247,4,170
177,2018-01-13 19:34:07.369473894,7,157
178,2018-01-13 21:18:58.547709542,1,335
179,2018-01-13 23:03:49.725945189,12,349
180,2018-01-14 00:48:40.904180836,13,260
181,2018-01-14 02:33:32.082416483,10,82
182,2018-01-14 04:18:23.260652130,15,242
183,2018-01-14 06:03:14.438887777,13,441
184,2018-01-14 07:48:05.617123424,9,433
185,2018-01-14 09:32:56.795359072,9,172
186,2018-01-14 11:17:47.973594719,15,231
187,2018-01-14 13:02:39.151830366,10,208
188,2018-01-14 14:47:30.330066013,10,75
189,2018-01-14 16:32:21.508301660,8,270
190,2018-01-14 18:17:12.686537307,16,387
191,2018-01-14 20:02:03.864772954,17,499
192,2018-01-14 21:46:55.043008601,5,114
193,2018-01-14 23:31:46.221244249,4,62
194,2018-01-15 01:16:37.399479896,18,362
195,2018-01-15 03:01:28.577715543,19,320
196,2018-01-15 04:46:19.755951190,4,102
197,2018-01-15 06:31:10.934186837,7,429
198,2018-01-15 08:16:02.112422484,10,362
199,2018-01-15 10:00:53.290658131,18,210
200,2018-01-15 11:45:44.468893778,19,442
201,2018-01-15 13:30:35.647129426,4,255
202,2018-01-15 15:15:26.825365073,10,20
203,2018-01-15 17:00:18.003600720,1,58
204,2018-01-15 18:45:09.181836367,18,112
205,2018-01-15 20:30:00.360072014,5,473
206,2018-01-15 22:14:51.538307661,15,313
207,2018-01-15 23:59:42.716543308,17,486
208,2018-01-16 01:44:33.894778956,3,461
209,2018-01-16 03:29:25.073014603,12,196
210,2018-01-16 05:14:16.251250250,2,375
211,2018-01-16 06:59:07.429485897,1,462
212,2018-01-16 08:43:58.607721544,17,353
213,2018-01-16 10:28:49.785957191,16,92
214,2018-01-16 12:13:40.964192838,5,52
215,2018-01-16 13:58:32.142428485,15,293
216,2018-01-16 15:43:23.320664133,3,8
217,2018-01-16 17:28:14.498899780,7,300
218,2018-01-16 19:13:05.677135427,11,98
219,2018-01-16 20:57:56.855371074,10,236
220,2018-01-16 22:42:48.033606721,9,389
221,2018-01-17 00:27:39.211842368,14,374
222,2018-01-17 02:12:30.390078015,13,69
223,2018-01-17 03:57:21.568313662,2,415
224,2018-01-17 05:42:12.746549310,3,45
225,2018-01-17 07:27:03.924784957,7,137
226,2018-01-17 09:11:55.103020604,18,234
227,2018-01-17 10:56:46.281256251,3,32
228,2018-01-17 12:41:37.459491898,10,289
229,2018-01-17 14:26:28.637727545,7,126
230,2018-01-17 16:11:19.815963192,9,67
231,2018-01-17 17:56:10.994198839,17,30
232,2018-01-17 19:41:02.172434487,11,114
233,2018-01-17 21:25:53.350670134,7,204
234,2018-01-17 23:10:44.528905781,14,29
235,2018-01-18 00:55:35.707141428,19,131
236,2018-01-18 02:40:26.885377075,4,474
237,2018-01-18 04:25:18.063612722,6,185
238,2018-01-18 06:10:09.241848369,10,253
239,2018-01-18 07:55:00.420084017,7,286
240,2018-01-18 09:39:51.598319664,13,393
241,2018-01-18 11:24:42.776555311,14,410
242,2018-01-18 13:09:33.954790958,4,386
243,2018-01-18 14:54:25.133026605,8,62
244,2018-01-18 16:39:16.311262252,5,3
245,2018-01-18 18:24:07.489497899,1,430
246,2018-01-18 20:08:58.667733546,4,68
247,2018-01-18 21:53:49.845969194,3,25
248,2018-01-18 23:38:41.024204841,9,179
249,2018-01-19 01:23:32.202440488,8,141
250,2018-01-19 03:08:23.380676135,1,231
251,2018-01-19 04:53:14.558911782,6,300
252,2018-01-19 06:38:05.737147429,9,163
253,2018-01-19 08:22:56.915383076,7,311
254,2018-01-19 10:07:48.093618723,4,471
255,2018-01-19 11:52:39.271854371,13,393
256,2018-01-19 13:37:30.450090018,17,130
257,2018-01-19 15:22:21.628325665,2,445
258,2018-01-19 17:07:12.806561312,5,246
259,2018-01-19 18:52:03.984796959,12,297
260,2018-01-19 20:36:55.163032606,8,172
261,2018-01-19 22:21:46.341268253,6,64
262,2018-01-20 00:06:37.519503901,8,31
263,2018-01-20 01:51:28.697739548,18,492
264,2018-01-20 03:36:19.875975195,3,47
265,2018-01-20 05:21:11.054210842,12,130
266,2018-01-20 07:06:02.232446489,3,352
267,2018-01-20 08:50:53.410682136,6,466
268,2018-01-20 10:35:44.588917783,2,333
269,2018-01-20 12:20:35.767153430,12,110
270,2018-01-20 14:05:26.945389078,2,69
271,2018-01-20 15:50:18.123624725,6,58
272,2018-01-20 17:35:09.301860372,17,106
273,2018-01-20 19:20:00.480096019,3,300
274,2018-01-20 21:04:51.658331666,2,330
275,2018-01-20 22:49:42.836567313,8,256
276,2018-01-21 00:34:34.014802960,12,312
277,2018-01-21 02:19:25.193038607,4,171
278,2018-01-21 04:04:16.371274255,5,383
279,2018-01-21 05:49:07.549509902,13,473
280,2018-01-21 07:33:58.727745549,15,162
281,2018-01-21 09:18:49.905981196,16,485
282,2018-01-21 11:03:41.084216843,10,286
283,2018-01-21 12:48:32.262452490,16,71
284,2018-01-21 14:33:23.440688137,12,255
285,2018-01-21 16:18:14.618923785,17,454
286,2018-01-21 18:03:05.797159432,16,374
287,2018-01-21 19:47:56.975395079,12,55
288,2018-01-21 21:32:48.153630726,8,323
289,2018-01-21 23:17:39.331866373,3,397
290,2018-01-22 01:02:30.510102020,16,3
291,2018-01-22 02:47:21.688337667,13,26
292,2018-01-22 04:32:12.866573314,19,313
293,2018-01-22 06:17:04.044808962,8,126
294,2018-01-22 08:01:55.223044609,5,408
295,2018-01-22 09:46:46.401280256,8,53
296,2018-01-22 11:31:37.579515903,12,198
297,2018-01-22 13:16:28.757751550,1,299
298,2018-01-22 15:01:19.935987197,6,188
299,2018-01-22 16:46:11.114222844,18,186
300,2018-01-22 18:31:02.292458491,8,305
301,2018-01-22 20:15:53.470694139,7,298
302,2018-01-22 22:00:44.648929786,1,204
303,2018-01-22 23:45:35.827165433,16,497
