feature1,feature2,feature3
28.679819015826247,80.98955391731324,4.742909981927758
17.58057082972839,78.3982634590284,10.120829732009582
22.6141774401775,77.13149998030711,7.878227038695086
30.71135179305932,88.63771585050355,10.181618348370161
20.190017390841,80.60015663359131,11.067589863652083
14.886037174007972,78.71311731288327,-0.34292036938794723
21.996115613026397,83.2359796985137,5.58406768850313
27.869933816450164,73.8711716849883,0.6781255989508992
21.12225909279986,85.23549151306077,16.419638457289345
17.7055786856553,85.39340416715648,7.807457652496464
19.136863500295902,84.41829968743336,11.261614392067099
12.118039215078753,87.38270174862947,14.900456770737257
16.872186492452354,81.97901766718705,10.470150931413695
21.303368829119535,77.2484742307729,4.641883160309742
19.872229645042772,85.86364509629682,10.718000772972161
18.14692833956947,83.85849355324173,-6.242713103150377
25.743828501860516,71.3014311061095,6.187795292984339
14.40165052686928,73.52659262139547,13.804133936892597
17.661493993440544,81.73251940865357,7.765397105604079
22.385204136115608,80.38410945530127,1.5850388790571515
24.9813340972357,77.53121708419344,0.2170905067012452
17.859424195170437,87.50379895317155,12.251108710567465
18.256739327960705,78.25371147840785,6.391824743913087
30.383739917804206,81.90967726115777,10.150208235955349
25.15141727015921,81.19394579513256,6.704789270896485
19.01825075457511,79.64199370292968,7.813888817450792
23.6381477181849,80.2597294290365,11.663200386077897
19.59641709945709,80.39317595158045,-1.9910034226605386
24.58163837351241,81.73244237948997,12.99005054929826
5.518723109031553,90.44187352390364,7.3020518592241315
25.540914083687582,74.80047036437234,11.063869525312848
14.73292218413172,76.88115519652098,17.57015676933393
19.046587996183266,81.08716436589862,12.350338653443771
22.47840943986302,80.75209452571788,9.824805012331128
32.01707792619138,79.71190601483207,9.005495233574837
25.25327198003806,85.52762966478991,13.935151527801901
23.19365111014592,74.28497543634758,16.167157661505478
14.26827303490656,81.51317732619516,4.228620749903211
19.679308267035037,81.6438120515174,9.606786077251366
22.109603771176424,88.06855634529323,10.267671507569899
18.779216823546758,84.82043584144179,13.947352444623203
13.861960924315039,82.98700034924929,11.505863711554492
18.51218248320004,86.8785340665581,7.249722064837366
20.627882267357712,79.13464087858065,8.077895237907338
14.518624565523991,72.79974558702853,15.97252531612486
15.765193258408361,75.04303825271846,-2.766950568018574
16.805191261552487,73.3845510329625,16.210075800681846
25.04908544671317,76.55924827411138,19.262179026721544
24.90882743495797,78.37584308245688,-4.4970285743678655
31.45471286295371,73.05213766618202,-0.22699373478445928
25.112852160048202,92.19876203169636,14.92136409255259
22.819545600261797,82.97377170832642,12.267077793901539
23.794642948933827,81.40595711984687,8.521005519759381
19.687034360502388,76.23017705566662,6.59662461566613
11.535215929023073,79.50830186602624,3.057044464245413
14.482053413921145,80.8994707557674,14.960011431722997
24.591583030011563,72.14749698188412,3.0518593171483124
24.70385593994108,75.08756303230845,6.876834250014877
22.75026049512276,75.15827772568183,8.526877530729799
13.329872525408977,76.99316178024394,9.598909670712684
12.035031332341653,82.20237368980199,7.901811005366594
22.762449772085738,81.11957067032331,14.82070214986922
20.626122513239537,77.85297229437373,8.61148751516142
22.71649014518194,80.24430035162852,8.202958456019411
16.490041560966223,76.68549541224526,0.9869736410015326
28.747883715934698,73.78068382304357,4.535474011020463
16.40796367215401,84.47462188472221,6.525251608539861
26.238710363368668,76.63254687878066,9.39497081111901
15.823264733701214,90.72574563886694,2.062007904852436
21.549103551135136,83.16888440466049,10.068995487257492
19.073561705611457,79.35089650133287,8.219057359895547
19.264989991857558,84.81939558397455,19.052615007956756
17.212541074960832,73.15098510210461,7.558589758243726
32.898546688271594,75.98162716015135,16.195584027220338
28.388504070382204,77.23205879146003,10.844915395926376
28.141983115642688,78.10436129506256,6.982098199488191
17.09159543025678,74.92621634653567,4.7536122746699645
13.880298666188718,80.17041734129613,4.150133844706791
21.16892955895374,72.22052176898187,9.654401161072286
24.167644808044624,70.03132178714273,9.87028284923786
26.13834496236646,73.95179490654397,16.362861934188516
22.095095046830227,76.47494072120796,7.72115461171147
